"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"36","Enjoying└A tonight http://t.co/3rwjSUxiN7",FALSE,2025,NA,2014-10-18 01:53:09,FALSE,NA,"523290656286863360",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",5212,FALSE,FALSE,NA,NA
"37","@AmandaCerny I wonder if Amanda is going to leave that there.  http://t.co/o1X41uQaDq",FALSE,731,"AmandaCerny",2014-10-17 22:25:19,FALSE,NA,"523238352720769026","104856942","<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",2085,FALSE,FALSE,NA,NA
"38","Check out @mssunray on @shots http://t.co/H4e6EZYEIr",FALSE,1320,NA,2014-10-17 07:38:40,FALSE,NA,"523015220089077762",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",3782,FALSE,FALSE,NA,NA
"39","Me &amp; @theharlemhotboy watching the 2 TBE's @justinbieber @floydmayweather http://t.co/d27moTsy77",FALSE,1729,NA,2014-10-17 04:59:27,FALSE,NA,"522975152641175552",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",4565,FALSE,FALSE,NA,NA
"40","@dankanter you are correct  http://t.co/uJfF3vc3IR",FALSE,951,"dankanter",2014-10-17 03:13:34,FALSE,NA,"522948506257207298","21622407","<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",2542,FALSE,FALSE,NA,NA
"41","@MarkTheMogul miss you brother. come to Cali.",FALSE,603,"MarkTheMogul",2014-10-17 03:09:43,FALSE,"522947201648320513","522947535863025664","24942828","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",1417,FALSE,FALSE,NA,NA
"42","kicking it with @laurnicolee http://t.co/Cace3SkTIz",FALSE,1171,NA,2014-10-17 02:46:53,FALSE,NA,"522941790576328704",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",3226,FALSE,FALSE,NA,NA
"43","@JBCrewdotcom I took that pic :)",FALSE,1304,"JBCrewdotcom",2014-10-16 06:35:27,FALSE,"522623868461408256","522636924738351105","1239313056","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",1995,FALSE,FALSE,NA,NA
"44","Watching Gone Girl @emrata  http://t.co/ZrPHCdfT4Q",FALSE,1202,NA,2014-10-16 06:33:01,FALSE,NA,"522636312260935680",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",2850,FALSE,FALSE,NA,NA
"45","@justinbieber huh http://t.co/NPmX5diCPk",FALSE,1732,"justinbieber",2014-10-16 04:28:47,FALSE,NA,"522605046543175681","27260086","<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",3699,FALSE,FALSE,NA,NA
